,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
2020-04-05,20200405.0,37505.0,44661.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,82166.0,82166.0,6810.0,82166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,20200406.0,41090.0,47942.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,89032.0,89032.0,6866.0,89032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,20200407.0,44416.0,50558.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,94974.0,94974.0,5942.0,94974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,20200408.0,47437.0,52979.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,100416.0,100416.0,5442.0,100416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,20200409.0,51027.0,56165.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,107192.0,107192.0,6776.0,107192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,20200410.0,54588.0,58935.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,113523.0,113523.0,6331.0,113523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-11,20200411.0,58151.0,62042.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,120193.0,120193.0,6670.0,120193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-12,20200412.0,61850.0,64885.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,126735.0,126735.0,6542.0,126735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,20200413.0,64584.0,64885.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,2443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,129469.0,129469.0,2734.0,129469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,20200414.0,68824.0,70950.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,2805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,139774.0,139774.0,10305.0,139774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,20200415.0,71030.0,72991.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,3156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,144021.0,144021.0,4247.0,144021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,20200416.0,75317.0,76513.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,3518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,151830.0,151830.0,7809.0,151830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,20200417.0,78467.0,78982.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,157449.0,157449.0,5619.0,157449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-18,20200418.0,81420.0,81116.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,4070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,162536.0,162536.0,5087.0,162536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,20200419.0,85301.0,85387.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,4202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,170688.0,170688.0,8152.0,170688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,20200420.0,88806.0,89251.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,4377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,178057.0,178057.0,7369.0,178057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,20200421.0,92387.0,92439.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,4753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,184826.0,184826.0,6769.0,184826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,20200422.0,95865.0,95794.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,5063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,191659.0,191659.0,6833.0,191659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,20200423.0,99989.0,100159.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,5368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,200148.0,200148.0,8489.0,200148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,20200424.0,102196.0,103766.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,5617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,205962.0,205962.0,5814.0,205962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-25,20200425.0,105523.0,108163.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,5863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,213686.0,213686.0,7724.0,213686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-26,20200426.0,109038.0,114106.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,5938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,223144.0,223144.0,9458.0,223144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,20200427.0,111188.0,116587.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,6044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,227775.0,227775.0,4631.0,227775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,20200428.0,113856.0,120503.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,6442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,234359.0,234359.0,6584.0,234359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,20200429.0,116264.0,125054.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,6770.0,0.0,0.0,0.0,0.0,116264.0,0.0,0.0,34.0,0.0,0.0,241935.0,241318.0,6959.0,241318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,20200430.0,118652.0,129266.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,7228.0,0.0,0.0,0.0,0.0,118652.0,0.0,0.0,34.0,0.0,0.0,248396.0,247918.0,6600.0,247918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,20200501.0,121190.0,135355.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,7538.0,0.0,0.0,0.0,0.0,121190.0,0.0,0.0,34.0,0.0,0.0,257128.0,256545.0,8627.0,256545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-02,20200502.0,123717.0,138595.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,7742.0,0.0,0.0,0.0,0.0,123717.0,0.0,0.0,34.0,0.0,0.0,262988.0,262312.0,5767.0,262312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,20200503.0,126744.0,148322.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,7871.0,0.0,0.0,0.0,0.0,126744.0,7871.0,0.0,34.0,0.0,0.0,275707.0,275066.0,12754.0,275066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,20200504.0,128269.0,148951.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,7910.0,0.0,0.0,0.0,0.0,128269.0,7910.0,0.0,34.0,0.0,0.0,277867.0,277220.0,2154.0,277220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,20200505.0,130593.0,157030.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,8244.0,0.0,0.0,0.0,0.0,130593.0,8244.0,0.0,34.0,0.0,0.0,288173.0,287623.0,10403.0,287623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,20200506.0,131890.0,157030.0,594.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,8549.0,0.0,0.0,0.0,0.0,131890.0,8549.0,0.0,34.0,0.0,0.0,289514.0,288920.0,1297.0,288920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,20200507.0,133635.0,159023.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,8801.0,0.0,0.0,0.0,0.0,133635.0,8801.0,0.0,34.0,0.0,0.0,293210.0,292658.0,3738.0,292658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,20200508.0,135454.0,163305.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,8952.0,0.0,0.0,0.0,0.0,135454.0,8952.0,0.0,34.0,0.0,0.0,299312.0,298759.0,6101.0,298759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-09,20200509.0,137085.0,168121.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,9116.0,0.0,0.0,0.0,0.0,137085.0,9116.0,0.0,34.0,0.0,0.0,305763.0,305206.0,6447.0,305206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-10,20200510.0,138532.0,173915.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,9255.0,0.0,0.0,0.0,0.0,138532.0,9255.0,0.0,34.0,0.0,0.0,313038.0,312447.0,7241.0,312447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,20200511.0,139945.0,285988.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,9310.0,0.0,0.0,0.0,0.0,139945.0,9310.0,0.0,34.0,0.0,0.0,425933.0,425933.0,113486.0,425933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,20200512.0,140743.0,292317.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,9508.0,0.0,0.0,0.0,0.0,140743.0,9508.0,0.0,34.0,0.0,0.0,433060.0,433060.0,7127.0,433060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,20200513.0,141560.0,299890.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,9702.0,0.0,0.0,0.0,0.0,141560.0,9702.0,0.0,34.0,0.0,0.0,441450.0,441450.0,8390.0,441450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14,20200514.0,142704.0,308992.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,9946.0,0.0,0.0,0.0,0.0,142704.0,9946.0,0.0,34.0,0.0,0.0,451696.0,451696.0,10246.0,451696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15,20200515.0,143905.0,319067.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,15642.0,10138.0,0.0,0.0,0.0,0.0,143905.0,10138.0,0.0,34.0,0.0,0.0,462972.0,462972.0,11276.0,462972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-16,20200516.0,145089.0,330135.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,22939.0,10249.0,0.0,0.0,0.0,0.0,145089.0,10249.0,0.0,34.0,0.0,0.0,475224.0,475224.0,12252.0,475224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-17,20200517.0,146334.0,341231.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,23299.0,10356.0,0.0,0.0,0.0,0.0,146334.0,10356.0,0.0,34.0,0.0,0.0,487565.0,487565.0,12341.0,487565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,20200518.0,148039.0,357530.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,23496.0,10435.0,0.0,0.0,0.0,0.0,148039.0,10435.0,0.0,34.0,0.0,0.0,505569.0,505569.0,18004.0,505569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19,20200519.0,149013.0,371169.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,23657.0,10586.0,0.0,0.0,0.0,0.0,149013.0,10586.0,0.0,34.0,0.0,0.0,520182.0,520182.0,14613.0,520182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,20200520.0,150399.0,380944.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,23945.0,10747.0,0.0,0.0,0.0,0.0,150399.0,10747.0,0.0,34.0,0.0,0.0,531343.0,531343.0,11161.0,531343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,20200521.0,151472.0,392802.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,24236.0,10843.0,0.0,0.0,0.0,0.0,151472.0,10843.0,0.0,34.0,0.0,0.0,544274.0,544274.0,12931.0,544274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,20200522.0,152719.0,402595.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,24491.0,10985.0,0.0,0.0,0.0,0.0,152719.0,10985.0,0.0,34.0,0.0,0.0,555314.0,555314.0,11040.0,555314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-23,20200523.0,153104.0,425631.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,24762.0,11081.0,0.0,0.0,0.0,0.0,153104.0,11081.0,0.0,34.0,0.0,0.0,578735.0,578735.0,23421.0,578735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,20200524.0,154154.0,449653.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,25040.0,11133.0,0.0,0.0,0.0,0.0,154154.0,11133.0,0.0,34.0,0.0,0.0,603807.0,603807.0,25072.0,603807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-25,20200525.0,155092.0,468705.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,25253.0,11144.0,0.0,0.0,0.0,0.0,155092.0,11144.0,0.0,34.0,0.0,0.0,623797.0,623797.0,19990.0,623797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,20200526.0,155764.0,480128.0,591.0,0.0,16373.0,0.0,0.0,0.0,0.0,25384.0,11191.0,16373.0,0.0,0.0,0.0,155764.0,11191.0,0.0,34.0,0.0,0.0,635892.0,635892.0,12095.0,635892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
